patient_id,image_id,pixel_foreground,total_pixel
0309.jpg,0309.jpg,9870,87920
0234.jpg,0234.jpg,41232,96942
0302.jpg,0302.jpg,20785,110980
0411.jpg,0411.jpg,21044,88109
0394.jpg,0394.jpg,5295,133728
0414.jpg,0414.jpg,5541,90520
0291.jpg,0291.jpg,8263,48564
0281.jpg,0281.jpg,45437,153655
0410.jpg,0410.jpg,9718,113208
0285.jpg,0285.jpg,10468,105600
0254.jpg,0254.jpg,32943,63450
0228.jpg,0228.jpg,55318,177856
0248.jpg,0248.jpg,76203,127596
0243.jpg,0243.jpg,7894,130177
0283.jpg,0283.jpg,8377,100800
0383.jpg,0383.jpg,4748,179928
0357.jpg,0357.jpg,34473,126170
0325.jpg,0325.jpg,7198,108240
0322.jpg,0322.jpg,6038,161505
0316.jpg,0316.jpg,34478,130536
0312.jpg,0312.jpg,11987,91808
0429.jpg,0429.jpg,31463,92191
0370.jpg,0370.jpg,3874,154056
0413.jpg,0413.jpg,8622,63072
0373.jpg,0373.jpg,21120,87920
0390.jpg,0390.jpg,7868,82088
0424.jpg,0424.jpg,3562,75522
0255.jpg,0255.jpg,44751,166175
0344.jpg,0344.jpg,27626,123760
0235.jpg,0235.jpg,8410,125829
0307.jpg,0307.jpg,16502,100464
0317.jpg,0317.jpg,67205,127981
0297.jpg,0297.jpg,8613,141722
0290.jpg,0290.jpg,7260,126048
0265.jpg,0265.jpg,54236,113932
0270.jpg,0270.jpg,26232,84048
0337.jpg,0337.jpg,4048,134970
0257.jpg,0257.jpg,43231,103704
0245.jpg,0245.jpg,25873,131250
0240.jpg,0240.jpg,34907,78447
0427.jpg,0427.jpg,11444,109136
0341.jpg,0341.jpg,24909,119460
0349.jpg,0349.jpg,39338,133856
0287.jpg,0287.jpg,2577,86541
0358.jpg,0358.jpg,29963,124440
0318.jpg,0318.jpg,31699,129258
0315.jpg,0315.jpg,2907,137157
0377.jpg,0377.jpg,27493,127125
0326.jpg,0326.jpg,56533,108896
0329.jpg,0329.jpg,4868,90350
0363.jpg,0363.jpg,3344,120990
0249.jpg,0249.jpg,6478,156980
0372.jpg,0372.jpg,5937,96748
0333.jpg,0333.jpg,1839,78994
0314.jpg,0314.jpg,14397,107730
0328.jpg,0328.jpg,19467,98854
0252.jpg,0252.jpg,42338,108228
0340.jpg,0340.jpg,1819,114144
0305.jpg,0305.jpg,9833,92040
0382.jpg,0382.jpg,8889,183168
0384.jpg,0384.jpg,2259,127585
0296.jpg,0296.jpg,3150,140600
0230.jpg,0230.jpg,17331,90168
0253.jpg,0253.jpg,64571,120645
0355.jpg,0355.jpg,6573,117986
0276.jpg,0276.jpg,68509,168844
0404.jpg,0404.jpg,3016,92380
0266.jpg,0266.jpg,63446,119948
0396.jpg,0396.jpg,11365,167321
0428.jpg,0428.jpg,2240,82070
0304.jpg,0304.jpg,3105,72048
0310.jpg,0310.jpg,8376,94128
0320.jpg,0320.jpg,2260,74790
0361.jpg,0361.jpg,11238,119566
0407.jpg,0407.jpg,8264,77140
0286.jpg,0286.jpg,16818,91840
0395.jpg,0395.jpg,3450,138159
0362.jpg,0362.jpg,17518,107952
0237.jpg,0237.jpg,7199,108800
0364.jpg,0364.jpg,34921,120009
0295.jpg,0295.jpg,15938,139851
0260.jpg,0260.jpg,9544,157600
0280.jpg,0280.jpg,50841,99324
0393.jpg,0393.jpg,19393,101386
0238.jpg,0238.jpg,21481,123702
0247.jpg,0247.jpg,12089,126170
0324.jpg,0324.jpg,3415,111210
0223.jpg,0223.jpg,17729,82288
0231.jpg,0231.jpg,52025,97200
0397.jpg,0397.jpg,14107,76755
0298.jpg,0298.jpg,1806,110772
0334.jpg,0334.jpg,30293,158000
0319.jpg,0319.jpg,3537,78624
0412.jpg,0412.jpg,21366,70218
0417.jpg,0417.jpg,1439,70148
0387.jpg,0387.jpg,17953,109272
0409.jpg,0409.jpg,9633,118664
0330.jpg,0330.jpg,2527,62640
0378.jpg,0378.jpg,2118,155227
0332.jpg,0332.jpg,22123,144364
0225.jpg,0225.jpg,4720,103929
0263.jpg,0263.jpg,56185,164124
0321.jpg,0321.jpg,9433,71010
0258.jpg,0258.jpg,32732,107780
0345.jpg,0345.jpg,48819,124780
0388.jpg,0388.jpg,39642,105840
0348.jpg,0348.jpg,52928,103032
0399.jpg,0399.jpg,44972,104496
0359.jpg,0359.jpg,39636,91584
0392.jpg,0392.jpg,23376,97656
0398.jpg,0398.jpg,2359,74538
0289.jpg,0289.jpg,11558,76104
0226.jpg,0226.jpg,43528,93258
0335.jpg,0335.jpg,5614,151312
0227.jpg,0227.jpg,5233,175671
0224.jpg,0224.jpg,16893,83754
0256.jpg,0256.jpg,27018,106856
0376.jpg,0376.jpg,8312,129580
0343.jpg,0343.jpg,47301,86700
0272.jpg,0272.jpg,4024,82350
0338.jpg,0338.jpg,13860,156414
0308.jpg,0308.jpg,29695,101361
0251.jpg,0251.jpg,27697,101598
0402.jpg,0402.jpg,34170,86400
0354.jpg,0354.jpg,11785,86718
0368.jpg,0368.jpg,25432,88396
0365.jpg,0365.jpg,23723,70161
0313.jpg,0313.jpg,1672,86800
0423.jpg,0423.jpg,7209,91665
0346.jpg,0346.jpg,22659,105270
0336.jpg,0336.jpg,4204,138242
0464.jpg,0464.jpg,51111,108240
0492.jpg,0492.jpg,31840,74556
0456.jpg,0456.jpg,4736,90922
0440.jpg,0440.jpg,3504,89232
0527.jpg,0527.jpg,2137,206896
0437.jpg,0437.jpg,79642,332856
0508.jpg,0508.jpg,48371,121910
0522.jpg,0522.jpg,18573,210396
0605.jpg,0605.jpg,4585,128250
0516.jpg,0516.jpg,1720,202826
0479.jpg,0479.jpg,15494,129404
0572.jpg,0572.jpg,45420,136800
0451.jpg,0451.jpg,8231,98350
0590.jpg,0590.jpg,79615,137274
0489.jpg,0489.jpg,25016,164430
0552.jpg,0552.jpg,4926,180642
0577.jpg,0577.jpg,5136,107379
0499.jpg,0499.jpg,7502,125235
0616.jpg,0616.jpg,19289,110376
0576.jpg,0576.jpg,8492,126060
0612.jpg,0612.jpg,5594,134561
0584.jpg,0584.jpg,7397,134717
0535.jpg,0535.jpg,576,106362
0529.jpg,0529.jpg,7892,207090
0486.jpg,0486.jpg,6151,106107
0461.jpg,0461.jpg,16688,81571
0578.jpg,0578.jpg,50272,143616
0604.jpg,0604.jpg,15508,129778
0617.jpg,0617.jpg,39312,129239
0553.jpg,0553.jpg,42286,182020
0549.jpg,0549.jpg,32550,190560
0523.jpg,0523.jpg,18942,209671
0430.jpg,0430.jpg,27426,125398
0591.jpg,0591.jpg,1059,48720
0599.jpg,0599.jpg,16471,122356
0513.jpg,0513.jpg,22231,83571
0585.jpg,0585.jpg,14594,136686
0434.jpg,0434.jpg,28086,154440
0474.jpg,0474.jpg,766,98568
0471.jpg,0471.jpg,15882,92136
0574.jpg,0574.jpg,31189,162212
0567.jpg,0567.jpg,3186,76410
0502.jpg,0502.jpg,27763,111115
0498.jpg,0498.jpg,42432,97335
0583.jpg,0583.jpg,17938,90190
0484.jpg,0484.jpg,26055,59296
0453.jpg,0453.jpg,5135,90522
0509.jpg,0509.jpg,10243,74880
0524.jpg,0524.jpg,17017,210749
0530.jpg,0530.jpg,7102,201912
0463.jpg,0463.jpg,11755,106904
0441.jpg,0441.jpg,8518,99456
0533.jpg,0533.jpg,5596,204672
0565.jpg,0565.jpg,8440,119427
0542.jpg,0542.jpg,13886,105768
0483.jpg,0483.jpg,1142,59092
0528.jpg,0528.jpg,16863,208936
0490.jpg,0490.jpg,44942,124100
0500.jpg,0500.jpg,14122,120935
0519.jpg,0519.jpg,5281,211578
0615.jpg,0615.jpg,35438,597402
0566.jpg,0566.jpg,8299,117249
0541.jpg,0541.jpg,12920,177012
0568.jpg,0568.jpg,40747,75858
0476.jpg,0476.jpg,1548,72828
0506.jpg,0506.jpg,48743,105616
0573.jpg,0573.jpg,1578,167808
0460.jpg,0460.jpg,7143,98356
0446.jpg,0446.jpg,10766,110187
0545.jpg,0545.jpg,2750,84960
0589.jpg,0589.jpg,21858,172095
0603.jpg,0603.jpg,6749,155848
0462.jpg,0462.jpg,28461,121680
0537.jpg,0537.jpg,1063,105740
0606.jpg,0606.jpg,99818,132770
0468.jpg,0468.jpg,1876,119113
0534.jpg,0534.jpg,40683,109230
0487.jpg,0487.jpg,3971,86701
0611.jpg,0611.jpg,3813,131376
0602.jpg,0602.jpg,4675,134640
0482.jpg,0482.jpg,13283,53912
0443.jpg,0443.jpg,31288,68057
0555.jpg,0555.jpg,6597,86485
0619.jpg,0619.jpg,34019,320540
0450.jpg,0450.jpg,971,145008
0597.jpg,0597.jpg,3843,195714
0459.jpg,0459.jpg,8454,94526
0592.jpg,0592.jpg,20329,85094
0593.jpg,0593.jpg,58285,123580
0478.jpg,0478.jpg,11496,116964
0600.jpg,0600.jpg,27648,119238
0488.jpg,0488.jpg,25544,149625
0536.jpg,0536.jpg,13468,107606
0475.jpg,0475.jpg,11342,76824
0493.jpg,0493.jpg,4519,94575
0445.jpg,0445.jpg,2008,141282
0521.jpg,0521.jpg,3457,216762
0452.jpg,0452.jpg,28079,110400
0504.jpg,0504.jpg,5371,93120
0564.jpg,0564.jpg,18306,118720
0558.jpg,0558.jpg,9720,102290
0547.jpg,0547.jpg,2573,174440
0548.jpg,0548.jpg,47709,180905
0442.jpg,0442.jpg,49695,105504
0517.jpg,0517.jpg,5336,212366
0561.jpg,0561.jpg,7295,93220
0491.jpg,0491.jpg,16944,125120
0526.jpg,0526.jpg,1972,205898
0433.jpg,0433.jpg,21467,74620
0531.jpg,0531.jpg,16565,206208
0569.jpg,0569.jpg,6226,72912
0581.jpg,0581.jpg,51367,91908
0608.jpg,0608.jpg,23116,78100
0485.jpg,0485.jpg,55630,120192
0546.jpg,0546.jpg,21729,177514
0570.jpg,0570.jpg,6723,70152
0575.jpg,0575.jpg,1774,111805
0447.jpg,0447.jpg,18235,136896
0495.jpg,0495.jpg,18730,118674
0613.jpg,0613.jpg,28594,134640
0515.jpg,0515.jpg,5392,207203
0472.jpg,0472.jpg,1304,85424
0594.jpg,0594.jpg,6810,156312
0457.jpg,0457.jpg,32784,100980
0562.jpg,0562.jpg,23032,91296
0582.jpg,0582.jpg,4199,91324
0557.jpg,0557.jpg,6424,113664
0580.jpg,0580.jpg,44639,96815
0448.jpg,0448.jpg,27202,71022
0563.jpg,0563.jpg,64009,181608
0511.jpg,0511.jpg,1180,85008
0556.jpg,0556.jpg,38358,99104
0466.jpg,0466.jpg,18188,118491
0620.jpg,0620.jpg,9905,159480
0431.jpg,0431.jpg,30636,84930
0494.jpg,0494.jpg,47922,116939
0532.jpg,0532.jpg,4792,203835
0518.jpg,0518.jpg,4941,209576
0454.jpg,0454.jpg,55811,111438
0503.jpg,0503.jpg,23026,97104
0439.jpg,0439.jpg,22195,90902
0596.jpg,0596.jpg,60253,169435
0559.jpg,0559.jpg,34998,87087
0465.jpg,0465.jpg,16176,124678
0560.jpg,0560.jpg,5618,70992
0539.jpg,0539.jpg,6259,93888
0618.jpg,0618.jpg,18318,320625
0610.jpg,0610.jpg,8979,79424
0449.jpg,0449.jpg,17624,71016
0505.jpg,0505.jpg,29035,101412
0458.jpg,0458.jpg,48096,115010
0436.jpg,0436.jpg,66408,333560
0481.jpg,0481.jpg,60573,331329
0496.jpg,0496.jpg,6677,147375
0520.jpg,0520.jpg,3154,211140
0497.jpg,0497.jpg,6238,194040
0470.jpg,0470.jpg,26239,89910
0467.jpg,0467.jpg,6534,117936
0435.jpg,0435.jpg,14166,105456
0601.jpg,0601.jpg,25655,134480
0501.jpg,0501.jpg,20842,113354
0514.jpg,0514.jpg,9581,89400
0614.jpg,0614.jpg,27516,592383
0512.jpg,0512.jpg,27184,80240
0586.jpg,0586.jpg,24239,92352
0469.jpg,0469.jpg,1833,125388
0438.jpg,0438.jpg,12514,94526
0543.jpg,0543.jpg,21839,122976
0609.jpg,0609.jpg,16093,79499
0598.jpg,0598.jpg,43959,192228
0579.jpg,0579.jpg,1685,191888
0480.jpg,0480.jpg,3284,131224
0540.jpg,0540.jpg,928,91083
0455.jpg,0455.jpg,741,82800
0571.jpg,0571.jpg,20503,140980
0473.jpg,0473.jpg,49982,120574
0588.jpg,0588.jpg,59995,93888
0510.jpg,0510.jpg,5695,63600
0525.jpg,0525.jpg,13179,211184
0551.jpg,0551.jpg,18520,103824
0507.jpg,0507.jpg,56569,120120
0544.jpg,0544.jpg,32561,85250
0587.jpg,0587.jpg,22985,92976
0595.jpg,0595.jpg,13523,138088
0538.jpg,0538.jpg,9286,99144
0607.jpg,0607.jpg,30763,78120
0554.jpg,0554.jpg,30888,179786
0444.jpg,0444.jpg,14072,69918
0432.jpg,0432.jpg,28066,80360
0477.jpg,0477.jpg,8959,93888
0550.jpg,0550.jpg,13859,106733
0761.jpg,0761.jpg,9375,66420
0723.jpg,0723.jpg,43026,147431
0780.jpg,0780.jpg,5765,65552
0732.jpg,0732.jpg,32362,113019
0684.jpg,0684.jpg,4540,126882
0697.jpg,0697.jpg,25639,135412
0806.jpg,0806.jpg,3810,97223
0636.jpg,0636.jpg,1925,67334
0688.jpg,0688.jpg,22215,110100
0794.jpg,0794.jpg,7975,101099
0733.jpg,0733.jpg,14156,158782
0792.jpg,0792.jpg,23225,175104
0800.jpg,0800.jpg,22652,166992
0748.jpg,0748.jpg,126467,269328
0718.jpg,0718.jpg,103033,323016
0779.jpg,0779.jpg,45908,168696
0751.jpg,0751.jpg,2180,103896
0820.jpg,0820.jpg,13472,86320
0703.jpg,0703.jpg,2258,157994
0690.jpg,0690.jpg,5377,174542
0671.jpg,0671.jpg,99223,191672
0786.jpg,0786.jpg,7790,41132
0638.jpg,0638.jpg,18397,122018
0675.jpg,0675.jpg,14364,159594
0741.jpg,0741.jpg,28013,59160
0669.jpg,0669.jpg,26007,91760
0681.jpg,0681.jpg,34180,122625
0817.jpg,0817.jpg,3858,120890
0734.jpg,0734.jpg,39423,119880
0637.jpg,0637.jpg,100683,334260
0641.jpg,0641.jpg,12632,86598
0809.jpg,0809.jpg,10497,93960
0654.jpg,0654.jpg,56870,131670
0635.jpg,0635.jpg,8509,81855
0802.jpg,0802.jpg,60085,160370
0778.jpg,0778.jpg,32240,66612
0777.jpg,0777.jpg,4267,75810
0750.jpg,0750.jpg,10996,87278
0677.jpg,0677.jpg,40107,122672
0643.jpg,0643.jpg,35425,130680
0738.jpg,0738.jpg,27373,144300
0730.jpg,0730.jpg,30208,127500
0700.jpg,0700.jpg,47705,179949
0749.jpg,0749.jpg,126425,270368
0682.jpg,0682.jpg,39481,144872
0815.jpg,0815.jpg,1760,170040
0795.jpg,0795.jpg,8038,101412
0774.jpg,0774.jpg,27468,138976
0640.jpg,0640.jpg,38659,119880
0797.jpg,0797.jpg,13456,93993
0670.jpg,0670.jpg,6076,91450
0758.jpg,0758.jpg,80245,150423
0626.jpg,0626.jpg,39546,131054
0679.jpg,0679.jpg,54256,125624
0664.jpg,0664.jpg,7656,97020
0628.jpg,0628.jpg,44631,131868
0747.jpg,0747.jpg,74305,268336
0816.jpg,0816.jpg,21413,84150
0819.jpg,0819.jpg,11350,112098
0692.jpg,0692.jpg,35394,76788
0771.jpg,0771.jpg,13578,114165
0708.jpg,0708.jpg,23140,77115
0676.jpg,0676.jpg,5254,132678
0756.jpg,0756.jpg,12853,139181
0765.jpg,0765.jpg,20566,112887
0701.jpg,0701.jpg,23092,158772
0814.jpg,0814.jpg,8698,137448
0768.jpg,0768.jpg,3089,81490
0656.jpg,0656.jpg,4827,45360
0714.jpg,0714.jpg,1876,65552
0813.jpg,0813.jpg,14676,127170
0812.jpg,0812.jpg,23680,128296
0632.jpg,0632.jpg,27128,73975
0639.jpg,0639.jpg,47951,122094
0706.jpg,0706.jpg,3045,114985
0629.jpg,0629.jpg,4659,77235
0825.jpg,0825.jpg,10137,67750
0808.jpg,0808.jpg,22837,96652
0693.jpg,0693.jpg,10858,122304
0742.jpg,0742.jpg,64501,120620
0678.jpg,0678.jpg,2932,110223
0752.jpg,0752.jpg,6730,107892
0796.jpg,0796.jpg,2889,95518
0801.jpg,0801.jpg,12642,79948
0686.jpg,0686.jpg,35413,177508
0631.jpg,0631.jpg,14987,127464
0717.jpg,0717.jpg,8047,109590
0744.jpg,0744.jpg,5099,159176
0784.jpg,0784.jpg,4959,98800
0755.jpg,0755.jpg,18416,75744
0707.jpg,0707.jpg,18612,172289
0705.jpg,0705.jpg,1789,85050
0767.jpg,0767.jpg,4071,93925
0754.jpg,0754.jpg,10706,78319
0622.jpg,0622.jpg,5159,129071
0746.jpg,0746.jpg,69547,328008
0621.jpg,0621.jpg,3196,90922
0725.jpg,0725.jpg,23807,127088
0807.jpg,0807.jpg,6390,101536
0803.jpg,0803.jpg,10731,170781
0710.jpg,0710.jpg,57217,93670
0712.jpg,0712.jpg,4762,128934
0634.jpg,0634.jpg,5083,72092
0759.jpg,0759.jpg,61015,150046
0805.jpg,0805.jpg,10612,95120
0642.jpg,0642.jpg,6704,135456
0770.jpg,0770.jpg,6294,88173
0699.jpg,0699.jpg,4342,160358
0773.jpg,0773.jpg,8305,137944
0745.jpg,0745.jpg,6223,180800
0757.jpg,0757.jpg,4983,136120
0627.jpg,0627.jpg,54261,131376
0731.jpg,0731.jpg,2391,127224
0798.jpg,0798.jpg,7808,93090
0651.jpg,0651.jpg,79179,327267
0720.jpg,0720.jpg,4866,307366
0736.jpg,0736.jpg,8575,114375
0650.jpg,0650.jpg,92418,326120
0781.jpg,0781.jpg,30203,67728
0785.jpg,0785.jpg,11311,90280
0762.jpg,0762.jpg,2265,118769
0764.jpg,0764.jpg,4853,111216
0704.jpg,0704.jpg,23108,198702
0821.jpg,0821.jpg,1407,67599
0727.jpg,0727.jpg,865,87567
0822.jpg,0822.jpg,1710,92564
0713.jpg,0713.jpg,13708,128968
0696.jpg,0696.jpg,608,92247
0661.jpg,0661.jpg,44600,126882
0726.jpg,0726.jpg,6413,77088
0709.jpg,0709.jpg,1550,82656
0674.jpg,0674.jpg,35734,155855
0763.jpg,0763.jpg,2601,118470
0689.jpg,0689.jpg,15023,82748
0715.jpg,0715.jpg,11380,108976
0672.jpg,0672.jpg,10149,196812
0691.jpg,0691.jpg,37401,78795
0735.jpg,0735.jpg,2283,116640
0793.jpg,0793.jpg,8102,93380
0743.jpg,0743.jpg,22341,123090
0716.jpg,0716.jpg,14658,109089
0665.jpg,0665.jpg,15218,105118
0630.jpg,0630.jpg,1035,73959
0685.jpg,0685.jpg,17564,174988
0787.jpg,0787.jpg,6206,51075
0683.jpg,0683.jpg,68801,155220
0623.jpg,0623.jpg,28625,66528
0737.jpg,0737.jpg,25729,113392
0644.jpg,0644.jpg,6013,130272
0811.jpg,0811.jpg,1798,67160
0804.jpg,0804.jpg,8995,124355
0625.jpg,0625.jpg,41323,101990
0657.jpg,0657.jpg,10934,89365
0769.jpg,0769.jpg,3753,85255
0824.jpg,0824.jpg,8147,88768
0698.jpg,0698.jpg,3144,127050
0633.jpg,0633.jpg,34443,103360
0658.jpg,0658.jpg,19158,85374
0680.jpg,0680.jpg,53902,154448
0788.jpg,0788.jpg,39436,87300
0729.jpg,0729.jpg,40662,128216
0721.jpg,0721.jpg,6175,286708
0719.jpg,0719.jpg,16011,320222
0823.jpg,0823.jpg,588,87300
0790.jpg,0790.jpg,9325,99408
0667.jpg,0667.jpg,23135,104780
0663.jpg,0663.jpg,40966,97119
0652.jpg,0652.jpg,45581,79110
0702.jpg,0702.jpg,19295,156815
0782.jpg,0782.jpg,80355,121180
0772.jpg,0772.jpg,10241,74520
0791.jpg,0791.jpg,21636,174040
0673.jpg,0673.jpg,9883,145452
0647.jpg,0647.jpg,1567,143497
0687.jpg,0687.jpg,25348,171496
0649.jpg,0649.jpg,23676,138000
0818.jpg,0818.jpg,8743,91455
0810.jpg,0810.jpg,34807,89590
0760.jpg,0760.jpg,13706,148056
0724.jpg,0724.jpg,59496,108891
0624.jpg,0624.jpg,983,135379
0799.jpg,0799.jpg,90549,167739
0655.jpg,0655.jpg,64007,131200
0728.jpg,0728.jpg,10671,121590
0653.jpg,0653.jpg,3477,37584
0646.jpg,0646.jpg,8160,163114
0740.jpg,0740.jpg,24016,171612
0666.jpg,0666.jpg,47114,105678
0695.jpg,0695.jpg,19374,161280
0739.jpg,0739.jpg,10039,201212
0662.jpg,0662.jpg,50634,126224
0668.jpg,0668.jpg,2303,84197
0766.jpg,0766.jpg,36600,85228
0783.jpg,0783.jpg,59489,121910
0645.jpg,0645.jpg,2343,159094
0694.jpg,0694.jpg,21989,142104
0648.jpg,0648.jpg,39274,136125
0660.jpg,0660.jpg,15703,72090
0776.jpg,0776.jpg,17341,75561
0789.jpg,0789.jpg,9083,94284
0711.jpg,0711.jpg,4566,129276
0722.jpg,0722.jpg,15885,147420
0659.jpg,0659.jpg,6709,71554
0775.jpg,0775.jpg,29780,138288
0753.jpg,0753.jpg,16461,82908
0990.jpg,0990.jpg,41269,91930
0950.jpg,0950.jpg,25016,136940
0981.jpg,0981.jpg,57564,148519
0994.jpg,0994.jpg,6736,158592
0839.jpg,0839.jpg,4516,85263
0870.jpg,0870.jpg,5384,94466
0925.jpg,0925.jpg,17380,114534
0909.jpg,0909.jpg,31912,92829
0832.jpg,0832.jpg,7613,117000
1012.jpg,1012.jpg,15555,65926
0882.jpg,0882.jpg,10973,63392
0985.jpg,0985.jpg,7835,105190
1016.jpg,1016.jpg,38680,98371
0846.jpg,0846.jpg,52057,171456
0849.jpg,0849.jpg,37087,117490
0936.jpg,0936.jpg,16209,92538
0977.jpg,0977.jpg,17339,115784
0968.jpg,0968.jpg,84602,129408
0855.jpg,0855.jpg,10806,225810
0865.jpg,0865.jpg,6669,81810
1001.jpg,1001.jpg,10113,136041
0991.jpg,0991.jpg,62167,98530
0916.jpg,0916.jpg,20746,106760
0884.jpg,0884.jpg,7178,107440
0901.jpg,0901.jpg,4118,80040
0893.jpg,0893.jpg,28533,95448
0962.jpg,0962.jpg,33087,136120
0965.jpg,0965.jpg,4825,52208
0838.jpg,0838.jpg,2782,90792
0914.jpg,0914.jpg,2325,107756
0859.jpg,0859.jpg,48061,111090
1023.jpg,1023.jpg,29287,117633
0869.jpg,0869.jpg,3498,106492
0835.jpg,0835.jpg,4066,125400
0872.jpg,0872.jpg,16483,117000
0954.jpg,0954.jpg,47862,141368
0854.jpg,0854.jpg,4282,191090
0912.jpg,0912.jpg,8162,145486
0889.jpg,0889.jpg,19284,87532
0840.jpg,0840.jpg,47767,91396
0945.jpg,0945.jpg,6348,156114
0963.jpg,0963.jpg,3441,133008
1004.jpg,1004.jpg,1223,156563
0982.jpg,0982.jpg,23549,102258
0923.jpg,0923.jpg,34379,110864
0999.jpg,0999.jpg,5036,139855
0868.jpg,0868.jpg,3553,81012
1019.jpg,1019.jpg,8652,117656
0972.jpg,0972.jpg,23991,123804
0978.jpg,0978.jpg,23113,115564
1018.jpg,1018.jpg,24614,81000
0983.jpg,0983.jpg,15443,105840
0896.jpg,0896.jpg,26216,182589
